,system:index,date,district,lc_mode,.geo,lc_var
0,2015_01_01,2015-01-01-12-00,Bajura,9.999999999999998,"{""type"":""MultiPoint"",""coordinates"":[]}",10.641467436378964
1,2016_01_01,2016-01-01-12-00,Bajura,9.999999999999996,"{""type"":""MultiPoint"",""coordinates"":[]}",10.73927231560956
2,2017_01_01,2017-01-01-12-00,Bajura,9.999999999999998,"{""type"":""MultiPoint"",""coordinates"":[]}",10.965551178426152
3,2018_01_01,2018-01-01-12-00,Bajura,9.999999999999998,"{""type"":""MultiPoint"",""coordinates"":[]}",11.145944444498673
4,2019_01_01,2019-01-01-12-00,Bajura,9.999999999999991,"{""type"":""MultiPoint"",""coordinates"":[]}",10.987324795333985
5,2020_01_01,2020-01-01-12-00,Bajura,9.999999999999996,"{""type"":""MultiPoint"",""coordinates"":[]}",10.728670142186967
6,2021_01_01,2021-01-01-12-00,Bajura,9.999999999999998,"{""type"":""MultiPoint"",""coordinates"":[]}",10.919012849701693
