,system:index,date,district,lc_mode,.geo,lc_var
0,2015_01_01,2015-01-01-12-00,Jumla,9.999999999999991,"{""type"":""MultiPoint"",""coordinates"":[]}",6.3581276123405095
1,2016_01_01,2016-01-01-12-00,Jumla,9.999999999999991,"{""type"":""MultiPoint"",""coordinates"":[]}",6.453784991606227
2,2017_01_01,2017-01-01-12-00,Jumla,9.999999999999991,"{""type"":""MultiPoint"",""coordinates"":[]}",6.775561295199948
3,2018_01_01,2018-01-01-12-00,Jumla,9.999999999999996,"{""type"":""MultiPoint"",""coordinates"":[]}",6.7549133538494255
4,2019_01_01,2019-01-01-12-00,Jumla,9.999999999999996,"{""type"":""MultiPoint"",""coordinates"":[]}",6.401950484152644
5,2020_01_01,2020-01-01-12-00,Jumla,9.999999999999991,"{""type"":""MultiPoint"",""coordinates"":[]}",6.3891083230798
6,2021_01_01,2021-01-01-12-00,Jumla,9.999999999999988,"{""type"":""MultiPoint"",""coordinates"":[]}",6.373371931437209
