,system:index,date,district,lc_mode,.geo,lc_var
0,2015_01_01,2015-01-01-12-00,Myagdi,9.999999999999998,"{""type"":""MultiPoint"",""coordinates"":[]}",17.352624255418586
1,2016_01_01,2016-01-01-12-00,Myagdi,9.999999999999996,"{""type"":""MultiPoint"",""coordinates"":[]}",17.098262253213857
2,2017_01_01,2017-01-01-12-00,Myagdi,10.000000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}",17.05430641473528
3,2018_01_01,2018-01-01-12-00,Myagdi,9.999999999999996,"{""type"":""MultiPoint"",""coordinates"":[]}",16.800117680734225
4,2019_01_01,2019-01-01-12-00,Myagdi,9.999999999999996,"{""type"":""MultiPoint"",""coordinates"":[]}",16.631965462627065
5,2020_01_01,2020-01-01-12-00,Myagdi,9.999999999999996,"{""type"":""MultiPoint"",""coordinates"":[]}",16.515088199394086
6,2021_01_01,2021-01-01-12-00,Myagdi,9.999999999999996,"{""type"":""MultiPoint"",""coordinates"":[]}",16.659139732111665
