,system:index,date,district,lc_mode,.geo,lc_var
0,2015_01_01,2015-01-01-12-00,Kathmandu,11.999999999999998,"{""type"":""MultiPoint"",""coordinates"":[]}",15.655538809242714
1,2016_01_01,2016-01-01-12-00,Kathmandu,12.0,"{""type"":""MultiPoint"",""coordinates"":[]}",15.93255820543094
2,2017_01_01,2017-01-01-12-00,Kathmandu,11.999999999999998,"{""type"":""MultiPoint"",""coordinates"":[]}",16.325196424354857
3,2018_01_01,2018-01-01-12-00,Kathmandu,11.999999999999998,"{""type"":""MultiPoint"",""coordinates"":[]}",15.940415989205608
4,2019_01_01,2019-01-01-12-00,Kathmandu,13.000000000000005,"{""type"":""MultiPoint"",""coordinates"":[]}",16.173245808736713
5,2020_01_01,2020-01-01-12-00,Kathmandu,13.000000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}",16.476825366840945
6,2021_01_01,2021-01-01-12-00,Kathmandu,13.000000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}",16.447643784786646
